Pincode,Dealer,Model,Month,Financial_Year,Units_Sold
500034,kal2,Alt,Apr-26,FY 25-26,42
500034,rk2,eec,Apr-26,FY 25-26,10
500034,var2,des,May-26,FY 25-26,42
500034,rk1,ert,May-26,FY 25-26,48
500034,jay1,eec,May-26,FY 25-26,16
500034,ada1,swi,Jun-26,FY 25-26,25
500034,var1,wag,Jun-26,FY 25-26,5
500034,rk2,Alt,Jun-26,FY 25-26,18
500035,ace1,wag,Apr-24,FY 24-25,38
500035,kal2,cel,Apr-24,FY 24-25,39
500035,jay2,spr,Apr-24,FY 24-25,35
500035,var1,des,May-24,FY 24-25,18
500035,kal1,swi,May-24,FY 24-25,6
500035,kal2,cel,May-24,FY 24-25,32
500035,var2,eec,Jun-24,FY 24-25,5
500035,jay2,bre,Jun-24,FY 24-25,20
500035,jay1,eec,Jun-24,FY 24-25,18
500035,kal1,swi,Jul-24,FY 24-25,36
500035,ada1,swi,Jul-24,FY 24-25,23
500035,rk2,des,Jul-24,FY 24-25,10
500035,var2,Alt,Aug-24,FY 24-25,18
500035,ace1,spr,Aug-24,FY 24-25,5
500035,ada2,Alt,Aug-24,FY 24-25,30
500035,jay2,des,Sep-24,FY 24-25,22
500035,rk2,Alt,Sep-24,FY 24-25,26
500035,jay1,des,Sep-24,FY 24-25,42
500035,ace1,wag,Oct-24,FY 24-25,22
500035,var1,bre,Oct-24,FY 24-25,42
500035,rk1,spr,Oct-24,FY 24-25,13
500035,kal1,cel,Nov-24,FY 24-25,40
500035,var2,ert,Nov-24,FY 24-25,13
500035,jay1,des,Nov-24,FY 24-25,14
500035,var1,spr,Dec-24,FY 24-25,26
500035,rk1,bre,Dec-24,FY 24-25,11
500035,jay2,spr,Dec-24,FY 24-25,6
500035,jay1,eec,Jan-25,FY 25-26,29
500035,rk2,des,Jan-25,FY 25-26,7
500035,rk1,wag,Jan-25,FY 25-26,31
500035,var2,spr,Feb-25,FY 25-26,9
500035,ace1,wag,Feb-25,FY 25-26,31
500035,rk2,ert,Feb-25,FY 25-26,31
500035,jay1,eec,Mar-25,FY 25-26,23
500035,var1,ert,Mar-25,FY 25-26,30
500035,ada1,des,Mar-25,FY 25-26,25
500035,ace1,Alt,Apr-25,FY 25-26,10
500035,rk1,ert,Apr-25,FY 25-26,19
500035,var1,Alt,Apr-25,FY 25-26,6
500035,ace1,bre,May-25,FY 25-26,42
500035,rk1,swi,May-25,FY 25-26,26
500035,var2,spr,May-25,FY 25-26,7
500035,ada1,des,Jun-25,FY 25-26,7
500035,jay1,spr,Jun-25,FY 25-26,43
500035,rk1,swi,Jun-25,FY 25-26,32
500035,ada1,des,Jul-25,FY 25-26,47
500035,var1,Alt,Jul-25,FY 25-26,47
500035,kal1,Alt,Jul-25,FY 25-26,20
500035,jay1,Alt,Aug-25,FY 25-26,31
500035,rk1,wag,Aug-25,FY 25-26,19
500035,ada2,des,Aug-25,FY 25-26,45
500035,ace1,bre,Sep-25,FY 25-26,18
500035,rk1,swi,Sep-25,FY 25-26,47
500035,jay1,swi,Sep-25,FY 25-26,17
500035,kal2,des,Oct-25,FY 25-26,13
500035,ada2,spr,Oct-25,FY 25-26,11
500035,var2,bre,Oct-25,FY 25-26,42
500035,ace1,wag,Nov-25,FY 25-26,38
500035,rk2,bre,Nov-25,FY 25-26,20
500035,rk1,bre,Nov-25,FY 25-26,12
500035,kal1,bre,Dec-25,FY 25-26,29
500035,var2,cel,Dec-25,FY 25-26,5
500035,ada1,eec,Dec-25,FY 25-26,40
500035,ada1,Alt,Jan-26,FY 25-26,28
500035,var2,eec,Jan-26,FY 25-26,20
500035,kal1,ert,Jan-26,FY 25-26,46
500035,var1,wag,Feb-26,FY 25-26,28
500035,ada1,Alt,Feb-26,FY 25-26,34
500035,jay2,des,Feb-26,FY 25-26,31
500035,ada2,wag,Mar-26,FY 25-26,38
500035,var1,swi,Mar-26,FY 25-26,7
500035,var2,cel,Mar-26,FY 25-26,5
500035,kal2,spr,Apr-26,FY 25-26,32
500035,var1,swi,Apr-26,FY 25-26,10
500035,kal1,wag,Apr-26,FY 25-26,30
500035,ace1,ert,May-26,FY 25-26,40
500035,var1,ert,May-26,FY 25-26,32
500035,kal1,bre,May-26,FY 25-26,16
500035,kal2,spr,Jun-26,FY 25-26,42
500035,kal1,bre,Jun-26,FY 25-26,40
500035,var2,des,Jun-26,FY 25-26,40
500037,var2,swi,Apr-24,FY 24-25,49
500037,jay2,des,Apr-24,FY 24-25,7
500037,ada1,Alt,Apr-24,FY 24-25,33
500037,rk1,eec,May-24,FY 24-25,6
500037,kal2,spr,May-24,FY 24-25,41
500037,ace1,swi,May-24,FY 24-25,19
500037,var2,wag,Jun-24,FY 24-25,37
500037,ada2,eec,Jun-24,FY 24-25,33
500037,jay1,des,Jun-24,FY 24-25,29
500037,rk1,Alt,Jul-24,FY 24-25,15
500037,jay1,eec,Jul-24,FY 24-25,34
500037,rk2,Alt,Jul-24,FY 24-25,46
500037,ace1,eec,Aug-24,FY 24-25,26
500037,kal2,ert,Aug-24,FY 24-25,33
500037,kal1,ert,Aug-24,FY 24-25,26
500037,kal1,wag,Sep-24,FY 24-25,33
500037,ada1,cel,Sep-24,FY 24-25,23
500037,rk1,ert,Sep-24,FY 24-25,46
500037,rk2,cel,Oct-24,FY 24-25,23
500037,kal2,cel,Oct-24,FY 24-25,18
500037,ada2,des,Oct-24,FY 24-25,10
500037,ada1,Alt,Nov-24,FY 24-25,33
500037,jay2,cel,Nov-24,FY 24-25,27
500037,ace1,swi,Nov-24,FY 24-25,49
500037,rk2,wag,Dec-24,FY 24-25,44
500037,jay1,swi,Dec-24,FY 24-25,12
500037,var2,spr,Dec-24,FY 24-25,43
500037,var1,swi,Jan-25,FY 25-26,34
500037,var2,bre,Jan-25,FY 25-26,31
500037,jay2,des,Jan-25,FY 25-26,34
500037,var2,bre,Feb-25,FY 25-26,47
500037,ace1,ert,Feb-25,FY 25-26,40
500037,rk1,spr,Feb-25,FY 25-26,17
500037,jay2,swi,Mar-25,FY 25-26,16
500037,var2,wag,Mar-25,FY 25-26,26
500037,jay1,spr,Mar-25,FY 25-26,45
500037,jay2,swi,Apr-25,FY 25-26,20
500037,var2,des,Apr-25,FY 25-26,37
500037,ace1,des,Apr-25,FY 25-26,22
500037,ace1,spr,May-25,FY 25-26,17
500037,rk1,bre,May-25,FY 25-26,31
500037,kal1,eec,May-25,FY 25-26,44
500037,var1,spr,Jun-25,FY 25-26,15
500037,ace1,swi,Jun-25,FY 25-26,25
500037,kal2,wag,Jun-25,FY 25-26,14
500037,rk2,Alt,Jul-25,FY 25-26,36
500037,rk1,Alt,Jul-25,FY 25-26,49
500037,ada1,eec,Jul-25,FY 25-26,14
500037,ada1,ert,Aug-25,FY 25-26,34
500037,kal2,wag,Aug-25,FY 25-26,34
500037,ada2,des,Aug-25,FY 25-26,19
500037,var1,Alt,Sep-25,FY 25-26,16
500037,ada1,eec,Sep-25,FY 25-26,10
500037,kal1,eec,Sep-25,FY 25-26,16
500037,jay2,bre,Oct-25,FY 25-26,5
500037,var2,Alt,Oct-25,FY 25-26,18
500037,kal1,spr,Oct-25,FY 25-26,46
500037,ace1,swi,Nov-25,FY 25-26,48
500037,ada2,spr,Nov-25,FY 25-26,17
500037,ada1,spr,Nov-25,FY 25-26,25
500037,ada1,eec,Dec-25,FY 25-26,49
500037,ada2,wag,Dec-25,FY 25-26,40
500037,var1,spr,Dec-25,FY 25-26,24
500037,jay2,spr,Jan-26,FY 25-26,49
500037,var1,des,Jan-26,FY 25-26,50
500037,rk1,spr,Jan-26,FY 25-26,24
500037,rk1,des,Feb-26,FY 25-26,17
500037,rk2,wag,Feb-26,FY 25-26,19
500037,var1,wag,Feb-26,FY 25-26,44
500037,rk2,spr,Mar-26,FY 25-26,25
500037,ada1,spr,Mar-26,FY 25-26,8
500037,var2,eec,Mar-26,FY 25-26,33
500037,kal2,eec,Apr-26,FY 25-26,47
500037,rk1,Alt,Apr-26,FY 25-26,44
500037,var1,eec,Apr-26,FY 25-26,24
500037,ada1,ert,May-26,FY 25-26,15
500037,kal1,bre,May-26,FY 25-26,6
500037,ada2,eec,May-26,FY 25-26,43
500037,ada2,cel,Jun-26,FY 25-26,20
500037,jay1,ert,Jun-26,FY 25-26,13
500037,rk2,swi,Jun-26,FY 25-26,26
500038,kal1,bre,Apr-24,FY 24-25,50
500038,kal2,Alt,Apr-24,FY 24-25,32
500038,rk1,wag,Apr-24,FY 24-25,12
500038,ada1,swi,May-24,FY 24-25,50
500038,jay2,ert,May-24,FY 24-25,43
500038,kal2,eec,May-24,FY 24-25,26
500038,rk2,bre,Jun-24,FY 24-25,38
500038,var1,wag,Jun-24,FY 24-25,25
500038,jay2,des,Jun-24,FY 24-25,16
500038,var2,eec,Jul-24,FY 24-25,25
500038,ada1,spr,Jul-24,FY 24-25,36
500038,var1,Alt,Jul-24,FY 24-25,31
500038,ace1,eec,Aug-24,FY 24-25,15
500038,rk2,cel,Aug-24,FY 24-25,44
500038,kal2,wag,Aug-24,FY 24-25,31
500038,rk2,ert,Sep-24,FY 24-25,19
500038,jay2,swi,Sep-24,FY 24-25,16
500038,kal2,ert,Sep-24,FY 24-25,20
500038,jay2,swi,Oct-24,FY 24-25,11
500038,ada2,Alt,Oct-24,FY 24-25,35
500038,ada1,bre,Oct-24,FY 24-25,6
500038,ace1,cel,Nov-24,FY 24-25,7
500038,rk1,spr,Nov-24,FY 24-25,12
500038,kal2,des,Nov-24,FY 24-25,27
500038,ada2,wag,Dec-24,FY 24-25,24
500038,kal2,ert,Dec-24,FY 24-25,31
500038,var1,bre,Dec-24,FY 24-25,28
500038,kal1,wag,Jan-25,FY 25-26,41
500038,rk2,swi,Jan-25,FY 25-26,15
500038,jay1,wag,Jan-25,FY 25-26,31
500038,kal1,cel,Feb-25,FY 25-26,7
500038,jay1,wag,Feb-25,FY 25-26,34
500038,var2,wag,Feb-25,FY 25-26,28
500038,ada2,des,Mar-25,FY 25-26,13
500038,rk2,cel,Mar-25,FY 25-26,19
500038,ace1,eec,Mar-25,FY 25-26,45
500038,kal1,eec,Apr-25,FY 25-26,11
500038,rk1,eec,Apr-25,FY 25-26,47
500038,ace1,eec,Apr-25,FY 25-26,34
500038,ada2,bre,May-25,FY 25-26,10
500038,var1,eec,May-25,FY 25-26,17
500038,jay1,cel,May-25,FY 25-26,46
500038,var1,bre,Jun-25,FY 25-26,40
500038,jay2,Alt,Jun-25,FY 25-26,42
500038,var2,des,Jun-25,FY 25-26,40
500038,jay2,bre,Jul-25,FY 25-26,45
500038,ada1,wag,Jul-25,FY 25-26,26
500038,rk2,ert,Jul-25,FY 25-26,6
500038,kal1,swi,Aug-25,FY 25-26,6
500038,ada1,Alt,Aug-25,FY 25-26,19
500038,var1,wag,Aug-25,FY 25-26,28
500038,ace1,des,Sep-25,FY 25-26,7
500038,rk2,eec,Sep-25,FY 25-26,48
500038,var2,wag,Sep-25,FY 25-26,25
500038,var1,ert,Oct-25,FY 25-26,16
500038,rk1,spr,Oct-25,FY 25-26,12
500038,jay2,ert,Oct-25,FY 25-26,37
500038,jay1,eec,Nov-25,FY 25-26,36
500038,ace1,Alt,Nov-25,FY 25-26,43
500038,var2,cel,Nov-25,FY 25-26,22
500038,rk1,spr,Dec-25,FY 25-26,33
500038,var1,cel,Dec-25,FY 25-26,12
500038,rk2,des,Dec-25,FY 25-26,15
500038,jay2,wag,Jan-26,FY 25-26,34
500038,var1,wag,Jan-26,FY 25-26,9
500038,kal2,ert,Jan-26,FY 25-26,40
500038,rk1,wag,Feb-26,FY 25-26,15
500038,ada2,Alt,Feb-26,FY 25-26,32
500038,ace1,ert,Feb-26,FY 25-26,12
500038,kal1,cel,Mar-26,FY 25-26,41
500038,jay2,Alt,Mar-26,FY 25-26,47
500038,ada2,eec,Mar-26,FY 25-26,39
500038,rk2,swi,Apr-26,FY 25-26,47
500038,kal2,bre,Apr-26,FY 25-26,12
500038,var1,cel,Apr-26,FY 25-26,44
500038,ace1,ert,May-26,FY 25-26,35
500038,rk1,eec,May-26,FY 25-26,20
500038,kal2,bre,May-26,FY 25-26,44
500038,var1,eec,Jun-26,FY 25-26,34
500038,jay2,wag,Jun-26,FY 25-26,14
500038,ada2,cel,Jun-26,FY 25-26,39
500036,ada1,swi,Apr-24,FY 24-25,27
500036,ace1,spr,Apr-24,FY 24-25,24
500036,rk2,wag,Apr-24,FY 24-25,11
500036,var1,spr,May-24,FY 24-25,46
500036,var2,swi,May-24,FY 24-25,15
500036,ada2,spr,May-24,FY 24-25,37
500036,kal2,bre,Jun-24,FY 24-25,33
500036,rk2,ert,Jun-24,FY 24-25,12
500036,jay2,cel,Jun-24,FY 24-25,23
500036,kal2,cel,Jul-24,FY 24-25,16
500036,ada2,des,Jul-24,FY 24-25,37
500036,ace1,eec,Jul-24,FY 24-25,40
500036,ace1,eec,Aug-24,FY 24-25,12
500036,rk1,eec,Aug-24,FY 24-25,9
500036,kal2,des,Aug-24,FY 24-25,12
500036,kal2,swi,Sep-24,FY 24-25,39
500036,ada2,ert,Sep-24,FY 24-25,27
500036,rk2,swi,Sep-24,FY 24-25,33
500036,var1,Alt,Oct-24,FY 24-25,44
500036,ada1,swi,Oct-24,FY 24-25,35
500036,rk2,spr,Oct-24,FY 24-25,35
500036,ada2,Alt,Nov-24,FY 24-25,25
500036,jay1,bre,Nov-24,FY 24-25,31
500036,var2,bre,Nov-24,FY 24-25,18
500036,jay2,eec,Dec-24,FY 24-25,37
500036,var2,swi,Dec-24,FY 24-25,47
500036,rk1,wag,Dec-24,FY 24-25,31
500036,ace1,bre,Jan-25,FY 25-26,42
500036,rk1,ert,Jan-25,FY 25-26,26
500036,var2,des,Jan-25,FY 25-26,49
500036,kal2,swi,Feb-25,FY 25-26,35
500036,jay1,cel,Feb-25,FY 25-26,46
500036,ada2,spr,Feb-25,FY 25-26,41
500036,ada1,eec,Mar-25,FY 25-26,49
500036,ada2,bre,Mar-25,FY 25-26,38
500036,kal1,Alt,Mar-25,FY 25-26,38
500036,var2,des,Apr-25,FY 25-26,22
500036,var1,Alt,Apr-25,FY 25-26,10
500036,kal2,spr,Apr-25,FY 25-26,7
500036,jay2,Alt,May-25,FY 25-26,43
500036,rk2,bre,May-25,FY 25-26,23
500036,rk1,swi,May-25,FY 25-26,34
500036,ada1,eec,Jun-25,FY 25-26,21
500036,var1,swi,Jun-25,FY 25-26,42
500036,kal1,wag,Jun-25,FY 25-26,6
500036,rk1,ert,Jul-25,FY 25-26,30
500036,ace1,ert,Jul-25,FY 25-26,46
500036,jay2,swi,Jul-25,FY 25-26,41
500036,rk2,swi,Aug-25,FY 25-26,11
500036,rk1,eec,Aug-25,FY 25-26,33
500036,jay2,ert,Aug-25,FY 25-26,34
500036,jay1,Alt,Sep-25,FY 25-26,47
500036,ada1,swi,Sep-25,FY 25-26,36
500036,var2,ert,Sep-25,FY 25-26,7
500036,jay1,swi,Oct-25,FY 25-26,14
500036,rk2,Alt,Oct-25,FY 25-26,33
500036,kal1,bre,Oct-25,FY 25-26,26
500036,jay1,ert,Nov-25,FY 25-26,34
500036,var1,swi,Nov-25,FY 25-26,45
500036,jay2,Alt,Nov-25,FY 25-26,37
500036,var2,cel,Dec-25,FY 25-26,17
500036,var1,wag,Dec-25,FY 25-26,48
500036,kal2,wag,Dec-25,FY 25-26,13
500036,rk2,wag,Jan-26,FY 25-26,22
500036,jay1,des,Jan-26,FY 25-26,31
500036,ada1,des,Jan-26,FY 25-26,44
500036,ada1,des,Feb-26,FY 25-26,32
500036,ace1,bre,Feb-26,FY 25-26,41
500036,ada2,ert,Feb-26,FY 25-26,47
500036,ada1,wag,Mar-26,FY 25-26,38
500036,rk2,spr,Mar-26,FY 25-26,13
500036,rk1,ert,Mar-26,FY 25-26,19
500036,kal2,des,Apr-26,FY 25-26,11
500036,rk2,wag,Apr-26,FY 25-26,12
500036,var1,des,Apr-26,FY 25-26,44
500036,kal2,spr,May-26,FY 25-26,42
500036,ada1,bre,May-26,FY 25-26,48
500036,var1,cel,May-26,FY 25-26,35
500036,jay2,bre,Jun-26,FY 25-26,31
500036,var2,spr,Jun-26,FY 25-26,39
500036,rk1,eec,Jun-26,FY 25-26,50
509001,kal2,Alt,Apr-24,FY 24-25,27
509001,rk2,spr,Apr-24,FY 24-25,46
509001,var1,spr,Apr-24,FY 24-25,24
509001,rk2,ert,May-24,FY 24-25,31
509001,kal1,spr,May-24,FY 24-25,34
509001,ada2,des,May-24,FY 24-25,44
509001,var2,eec,Jun-24,FY 24-25,6
509001,ada1,Alt,Jun-24,FY 24-25,49
509001,rk1,des,Jun-24,FY 24-25,39
509001,rk1,ert,Jul-24,FY 24-25,50
509001,kal1,des,Jul-24,FY 24-25,38
509001,var1,swi,Jul-24,FY 24-25,29
509001,kal2,wag,Aug-24,FY 24-25,21
509001,var1,ert,Aug-24,FY 24-25,21
509001,kal1,wag,Aug-24,FY 24-25,21
509001,var2,ert,Sep-24,FY 24-25,25
509001,jay1,des,Sep-24,FY 24-25,15
509001,kal1,des,Sep-24,FY 24-25,5
509001,kal2,eec,Oct-24,FY 24-25,17
509001,ada2,Alt,Oct-24,FY 24-25,7
509001,ace1,cel,Oct-24,FY 24-25,10
509001,jay1,swi,Nov-24,FY 24-25,47
509001,ada1,wag,Nov-24,FY 24-25,38
509001,var2,swi,Nov-24,FY 24-25,30
509001,jay1,cel,Dec-24,FY 24-25,6
509001,var2,swi,Dec-24,FY 24-25,27
509001,jay2,cel,Dec-24,FY 24-25,39
509001,rk1,spr,Jan-25,FY 25-26,40
509001,ada2,eec,Jan-25,FY 25-26,37
509001,kal1,Alt,Jan-25,FY 25-26,11
509001,kal2,swi,Feb-25,FY 25-26,21
509001,rk1,swi,Feb-25,FY 25-26,29
509001,var1,swi,Feb-25,FY 25-26,6
509001,ace1,wag,Mar-25,FY 25-26,27
509001,jay1,swi,Mar-25,FY 25-26,48
509001,rk2,spr,Mar-25,FY 25-26,36
509001,ace1,Alt,Apr-25,FY 25-26,17
509001,kal2,Alt,Apr-25,FY 25-26,40
509001,rk1,des,Apr-25,FY 25-26,40
509001,ace1,eec,May-25,FY 25-26,36
509001,ada1,Alt,May-25,FY 25-26,43
509001,ada2,spr,May-25,FY 25-26,42
509001,rk1,wag,Jun-25,FY 25-26,19
509001,rk2,wag,Jun-25,FY 25-26,40
509001,var2,cel,Jun-25,FY 25-26,23
509001,jay1,spr,Jul-25,FY 25-26,16
509001,kal1,Alt,Jul-25,FY 25-26,18
509001,rk2,wag,Jul-25,FY 25-26,15
509001,rk1,spr,Aug-25,FY 25-26,13
509001,ada1,ert,Aug-25,FY 25-26,18
509001,jay1,swi,Aug-25,FY 25-26,44
509001,var2,swi,Sep-25,FY 25-26,19
509001,kal2,swi,Sep-25,FY 25-26,32
509001,ada2,bre,Sep-25,FY 25-26,26
509001,ace1,ert,Oct-25,FY 25-26,34
509001,ada2,Alt,Oct-25,FY 25-26,25
509001,rk1,swi,Oct-25,FY 25-26,6
509001,rk1,Alt,Nov-25,FY 25-26,40
509001,jay2,spr,Nov-25,FY 25-26,43
509001,kal2,spr,Nov-25,FY 25-26,14
509001,jay1,wag,Dec-25,FY 25-26,30
509001,var2,des,Dec-25,FY 25-26,35
509001,ada1,bre,Dec-25,FY 25-26,38
509001,ada2,ert,Jan-26,FY 25-26,42
509001,jay1,bre,Jan-26,FY 25-26,47
509001,kal2,ert,Jan-26,FY 25-26,13
509001,var1,des,Feb-26,FY 25-26,12
509001,rk2,cel,Feb-26,FY 25-26,16
509001,rk1,wag,Feb-26,FY 25-26,19
509001,rk2,des,Mar-26,FY 25-26,8
509001,ada1,bre,Mar-26,FY 25-26,41
509001,ace1,des,Mar-26,FY 25-26,45
509001,ace1,spr,Apr-26,FY 25-26,23
509001,rk1,ert,Apr-26,FY 25-26,20
509001,jay1,bre,Apr-26,FY 25-26,13
509001,kal2,ert,May-26,FY 25-26,10
509001,ada2,wag,May-26,FY 25-26,43
509001,jay1,des,May-26,FY 25-26,21
509001,jay1,cel,Jun-26,FY 25-26,45
509001,rk1,ert,Jun-26,FY 25-26,25
509001,kal1,bre,Jun-26,FY 25-26,17
500042,ada2,wag,Apr-24,FY 24-25,46
500042,kal2,eec,Apr-24,FY 24-25,30
500042,kal1,eec,Apr-24,FY 24-25,40
500042,jay1,wag,May-24,FY 24-25,18
500042,var1,bre,May-24,FY 24-25,46
500042,kal2,swi,May-24,FY 24-25,25
500042,jay1,Alt,Jun-24,FY 24-25,8
500042,var1,eec,Jun-24,FY 24-25,12
500042,kal1,wag,Jun-24,FY 24-25,50
500042,ada2,wag,Jul-24,FY 24-25,19
500042,ace1,wag,Jul-24,FY 24-25,37
500042,jay1,spr,Jul-24,FY 24-25,44
500042,var1,ert,Aug-24,FY 24-25,19
500042,ada1,wag,Aug-24,FY 24-25,5
500042,kal1,ert,Aug-24,FY 24-25,5
500042,rk1,bre,Sep-24,FY 24-25,24
500042,var1,Alt,Sep-24,FY 24-25,13
500042,var2,eec,Sep-24,FY 24-25,11
500042,jay2,cel,Oct-24,FY 24-25,14
500042,rk1,spr,Oct-24,FY 24-25,50
500042,ace1,wag,Oct-24,FY 24-25,41
500042,ada1,cel,Nov-24,FY 24-25,29
500042,kal1,spr,Nov-24,FY 24-25,48
500042,rk2,swi,Nov-24,FY 24-25,47
500042,jay1,spr,Dec-24,FY 24-25,17
500042,kal2,spr,Dec-24,FY 24-25,48
500042,ace1,Alt,Dec-24,FY 24-25,42
500042,var2,des,Jan-25,FY 25-26,41
500042,jay1,bre,Jan-25,FY 25-26,40
500042,ada1,bre,Jan-25,FY 25-26,49
500042,kal2,bre,Feb-25,FY 25-26,24
500042,rk2,swi,Feb-25,FY 25-26,48
500042,ace1,wag,Feb-25,FY 25-26,16
500042,jay2,bre,Mar-25,FY 25-26,18
500042,ada2,swi,Mar-25,FY 25-26,36
500042,kal1,bre,Mar-25,FY 25-26,7
500042,kal2,spr,Apr-25,FY 25-26,30
500042,jay1,bre,Apr-25,FY 25-26,24
500042,ada1,swi,Apr-25,FY 25-26,16
500042,rk1,swi,May-25,FY 25-26,9
500042,kal2,spr,May-25,FY 25-26,17
500042,ace1,wag,May-25,FY 25-26,34
500042,var1,wag,Jun-25,FY 25-26,32
500042,var2,Alt,Jun-25,FY 25-26,36
500042,rk1,swi,Jun-25,FY 25-26,12
500042,kal2,spr,Jul-25,FY 25-26,38
500042,jay2,swi,Jul-25,FY 25-26,26
500042,rk1,Alt,Jul-25,FY 25-26,33
500042,var1,ert,Aug-25,FY 25-26,30
500042,rk1,cel,Aug-25,FY 25-26,39
500042,rk2,ert,Aug-25,FY 25-26,46
500042,kal2,spr,Sep-25,FY 25-26,21
500042,var2,eec,Sep-25,FY 25-26,11
500042,ada2,ert,Sep-25,FY 25-26,9
500042,var1,des,Oct-25,FY 25-26,41
500042,ada1,eec,Oct-25,FY 25-26,42
500042,kal1,spr,Oct-25,FY 25-26,6
500042,ada2,cel,Nov-25,FY 25-26,30
500042,jay2,spr,Nov-25,FY 25-26,23
500042,ada1,Alt,Nov-25,FY 25-26,16
500042,ace1,swi,Dec-25,FY 25-26,36
500042,rk1,eec,Dec-25,FY 25-26,5
500042,jay1,cel,Dec-25,FY 25-26,29
500042,rk1,Alt,Jan-26,FY 25-26,34
500042,jay2,bre,Jan-26,FY 25-26,31
500042,var1,des,Jan-26,FY 25-26,34
500042,kal2,ert,Feb-26,FY 25-26,10
500042,rk2,Alt,Feb-26,FY 25-26,33
500042,ada1,cel,Feb-26,FY 25-26,27
500042,ada2,des,Mar-26,FY 25-26,17
500042,ace1,spr,Mar-26,FY 25-26,11
500042,ada1,des,Mar-26,FY 25-26,22
500042,kal2,spr,Apr-26,FY 25-26,28
500042,jay2,eec,Apr-26,FY 25-26,24
500042,kal1,spr,Apr-26,FY 25-26,30
500042,rk2,Alt,May-26,FY 25-26,45
500042,ada1,cel,May-26,FY 25-26,33
500042,jay1,spr,May-26,FY 25-26,32
500042,kal1,swi,Jun-26,FY 25-26,43
500042,ada1,spr,Jun-26,FY 25-26,14
500042,jay1,Alt,Jun-26,FY 25-26,43
500044,jay2,cel,Apr-24,FY 24-25,31
500044,rk2,Alt,Apr-24,FY 24-25,7
500044,var2,Alt,Apr-24,FY 24-25,21
500044,kal2,des,May-24,FY 24-25,44
500044,rk1,swi,May-24,FY 24-25,20
500044,kal1,ert,May-24,FY 24-25,40
500044,rk1,cel,Jun-24,FY 24-25,10
500044,var2,cel,Jun-24,FY 24-25,41
500044,kal1,spr,Jun-24,FY 24-25,42
500044,ada2,cel,Jul-24,FY 24-25,43
500044,var2,ert,Jul-24,FY 24-25,29
500044,ace1,swi,Jul-24,FY 24-25,45
500044,rk1,wag,Aug-24,FY 24-25,29
500044,ace1,Alt,Aug-24,FY 24-25,16
500044,var2,Alt,Aug-24,FY 24-25,28
500044,ada1,eec,Sep-24,FY 24-25,17
500044,rk1,des,Sep-24,FY 24-25,21
500044,rk2,spr,Sep-24,FY 24-25,6
500044,jay1,des,Oct-24,FY 24-25,42
500044,rk2,eec,Oct-24,FY 24-25,37
500044,rk1,des,Oct-24,FY 24-25,34
500044,kal2,eec,Nov-24,FY 24-25,38
500044,jay2,wag,Nov-24,FY 24-25,37
500044,ada1,bre,Nov-24,FY 24-25,43
500044,rk1,bre,Dec-24,FY 24-25,38
500044,jay1,spr,Dec-24,FY 24-25,13
500044,ada2,ert,Dec-24,FY 24-25,41
500044,ace1,des,Jan-25,FY 25-26,27
500044,kal2,ert,Jan-25,FY 25-26,9
500044,jay2,swi,Jan-25,FY 25-26,20
500044,jay1,cel,Feb-25,FY 25-26,7
500044,kal2,spr,Feb-25,FY 25-26,8
500044,ada2,bre,Feb-25,FY 25-26,5
500044,rk2,cel,Mar-25,FY 25-26,23
500044,var2,wag,Mar-25,FY 25-26,21
500044,ada1,wag,Mar-25,FY 25-26,7
500044,kal2,Alt,Apr-25,FY 25-26,35
500044,var1,Alt,Apr-25,FY 25-26,39
500044,ada2,swi,Apr-25,FY 25-26,38
500044,ada1,des,May-25,FY 25-26,15
500044,var1,bre,May-25,FY 25-26,34
500044,ace1,wag,May-25,FY 25-26,43
500044,jay1,des,Jun-25,FY 25-26,41
500044,ada2,spr,Jun-25,FY 25-26,49
500044,kal1,bre,Jun-25,FY 25-26,10
500044,ada1,bre,Jul-25,FY 25-26,39
500044,jay2,swi,Jul-25,FY 25-26,10
500044,var1,wag,Jul-25,FY 25-26,50
500044,rk1,ert,Aug-25,FY 25-26,46
500044,var2,eec,Aug-25,FY 25-26,18
500044,ada1,eec,Aug-25,FY 25-26,18
500044,ada1,bre,Sep-25,FY 25-26,32
500044,rk2,cel,Sep-25,FY 25-26,46
500044,ace1,Alt,Sep-25,FY 25-26,16
500044,rk1,des,Oct-25,FY 25-26,49
500044,var1,des,Oct-25,FY 25-26,6
500044,kal1,ert,Oct-25,FY 25-26,19
500044,kal1,cel,Nov-25,FY 25-26,35
500044,var2,Alt,Nov-25,FY 25-26,8
500044,jay1,swi,Nov-25,FY 25-26,15
500044,kal1,des,Dec-25,FY 25-26,12
500044,jay1,cel,Dec-25,FY 25-26,48
500044,jay2,cel,Dec-25,FY 25-26,6
500044,var2,des,Jan-26,FY 25-26,19
500044,rk1,spr,Jan-26,FY 25-26,48
500044,ace1,Alt,Jan-26,FY 25-26,34
500044,rk1,cel,Feb-26,FY 25-26,31
500044,jay1,spr,Feb-26,FY 25-26,17
500044,ada2,swi,Feb-26,FY 25-26,7
500044,ace1,spr,Mar-26,FY 25-26,22
500044,jay2,bre,Mar-26,FY 25-26,27
500044,ada2,ert,Mar-26,FY 25-26,16
500044,var2,ert,Apr-26,FY 25-26,50
500044,ada1,spr,Apr-26,FY 25-26,6
